id,marca,produto,descricao,preco,url_produto,categoria_original,categoria,volume
d54780bd-23de-4eb8-bc1e-441a0c587cc2,Principia,VITAMINA C-95,"Pó com 95% de Vitamina C Pura e 5% de Ácido Ferúlico com alta eficácia contra linhas, rugas, oleosidade e hiperpigmentação.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/po-vc-95-vitamina-c-pura-acido-ferulico.html,Reduzir e uniformizar a pigmentação,Reduzir e uniformizar a pigmentação,
4d503ffc-ad82-4f19-817d-6d2a0da14b8f,Principia,SHAMPOO ANTICASPA AC-01,"Shampoo anticaspa intensivo com 13% de Mix de Tensoativos + 2% de Ácido Salicílico + 1% Piroctona Olamina + 1% PCA Zinco, com alta eficácia na redução da caspa persistente, oleosidade e coceira do couro cabeludo.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/shampoo-anticaspa-acido-salicilico-piroctona-olamina-pca-zinco-ac-01.html,Reduzir a caspa,Reduzir a caspa,
ff4cfbc2-aba5-4780-9a23-e49025834958,Principia,ÁCIDO GLICÓLICO,"Sérum com 9,8% de ácido glicólico e 4% de composição de aminoácidos para melhora visível das linhas finas e de expressão, acne, tonalidade e textura irregular da pele.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-renovador-10-acido-glicolico-4-aminoacidos-prodew-600.html,Proporcionar maciez,Proporcionar maciez,
d14cdd08-c4e2-494e-903a-f5a551bda13f,Principia,NIACINAMIDA,"Sérum com 10% de Niacinamida e 1% de Zinco PCA com alta eficácia contra acnes, cravos, manchas, oleosidade e poros dilatados.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-anti-idade-nc-10-niacinamida-zinco-pca.html,Clarear manchas escuras,Clarear manchas escuras,
f58c5685-3b0f-48a5-b6ca-a34fe54c4f0c,Principia,ÁCIDO MANDÉLICO,,"R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-am-10-acido-mandelico-alfa-arbutin-am-10.html,Clarear manchas escuras,Clarear manchas escuras,
9c828042-3c82-4c8b-8506-a6e6bb86cffe,Principia,KIT ANTIQUEDA TRIO,"Kit com shampoo, condicionador e sérum antiqueda com alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  162,00",https://www.principiaskin.com/produtos/produtos-individuais/kit-antiqueda-trio-aq-01-shampoo-condicionador-niacinamida-cafeina-keratinas-glicerina-d-pantenol-tensoativos-sc-01-baicapil-cafeina-beauplex.html,Estimular o crescimento,Estimular o crescimento,
a6b87aa7-931a-4299-afee-e7e3889bddf3,Principia,GR-2 GRANACTIVE RETINÓIDE,"Emulsão com 2% de Granactive Retinóide com alta eficácia para melhora de rugas, linhas finas, olheiras, bolsas, viço e firmeza, e menor potencial de irritar a pele.","R$  89,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-anti-idade-2-granactive-retinoide.html,Aumentar a firmeza e elasticidade,Aumentar a firmeza e elasticidade,
9e2da0d6-af5f-47cc-836e-bbd34e8ea95a,Principia,KIT SHAMPOO E CONDICIONADOR ANTIQUEDA AQ-01,"Kit com shampoo e condicionador antiqueda com alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  93,00",https://www.principiaskin.com/produtos/produtos-individuais/kit-shampoo-e-condicionador-antiqueda-aq-01-niacinamida-cafeina-keratinas-glicerina-d-pantenol-tensoativos.html,Reduzir a queda,Reduzir a queda,
id,marca,produto,descricao,preco,url_produto,categoria_original,categoria,volume
8ebf5b44-f714-461e-b2b1-d87bc7d84199,Principia,ALFA-ARBUTIN,"Sérum com 2% de alfa-arbutin e 10% de gluconolactona com alta eficácia na redução de manchas escuras, suavização das rugas, melhora do viço e aumento da hidratação da pele.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-alfa-arbutin-gluconolactone.html,Clarear manchas escuras,Clarear manchas escuras,
1dc209c7-8d50-454d-87bc-7eb3f0b8ae64,Principia,RETINOL,"Sérum com 0,3% de Retinol e 0,5% de Vitamina E com alta eficácia na melhora de rugas, linhas finas, firmeza e viço.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-anti-idade-retinol-0-3.html,Suavizar rugas e linhas finas,Suavizar rugas e linhas finas,
79292895-3377-49b3-af0e-bdf62f89049d,Principia,ÓLEO DE LIMPEZA OL-01,"Óleo de limpeza demaquilante com 30% de óleo de girassol, 15% mix de tensoativos e 1% vitamina E, com alta eficácia na remoção de maquiagem, inclusive resistente a água, resíduos de protetor solar e impurezas da pele.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/oleo-de-limpeza-demaquilante-ol-01-girassol-vitamina-e.html,Remover impurezas,Limpeza,
dac64909-88d9-4710-9f24-85f39afbb6d2,Principia,ÁCIDOS HIALURÔNICOS,"Sérum com 2% de complexo com 4 tipos de ácidos hialurônicos e 1% de vit. B5 para uma pele com maior hidratação, firmeza e viço.","R$  54,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-hidratante-2-acido-hialuronico-1-vitamina-b5.html,Melhorar o viço,Melhorar o viço,
ed2aa3d0-81c1-419c-a871-ef958b8c5d32,Principia,ÁCIDO LÁTICO + KÓJICO,Sérum com 10% de Ácido Lático e 5% de Ácido Kójico com alta eficácia no clareamento de manchas escuras e na uniformização da tonalidade e textura da pele.,"R$  54,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-al-10-acido-latico-acido-kojico.html,Proporcionar maciez,Proporcionar maciez,
e0c42a2e-c209-47fc-b1ca-36b6b8b502ca,Principia,ÁCIDO LÁTICO - TÔNICO,"Tônico com 7% de Ácido Lático e 1% de Ácido Salicílico com alta eficácia contra acnes, oleosidade e textura irregular da pele.","R$  49,00",https://www.principiaskin.com/produtos/produtos-individuais/tonico-al-7-acido-latico-acido-salicilico.html,Remover impurezas,Limpeza,
9a184da4-2f4d-4639-ad1b-5e24f4e607dd,Principia,GEL DE LIMPEZA GL-01 350G,"Gel de limpeza com 2% de ácido salicílico e 5% de glicerina, com alta eficácia na melhora da oleosidade, maciez e viço da pele.","R$  49,00",https://www.principiaskin.com/produtos/produtos-individuais/gel-de-limpeza-acido-salicilico-glicerina-gl-01.html,Reduzir tamanho dos poros,Reduzir tamanho dos poros,350g
0b73dfd5-5349-4e0a-8c4f-1a95efe44d5c,Principia,GEL DE LIMPEZA GL-02 350G,"Gel de limpeza com 11,5% de mix de tensoativos, 10% de glicerina e 1% de PCA sódio, com alta eficácia na melhora da oleosidade, poros dilatados e viço da pele. Indicado para peles sensíveis.","R$  49,00",https://www.principiaskin.com/produtos/produtos-individuais/gel-de-limpeza-glicerina-pca-sodio-pele-senivel-gl-02.html,Reduzir tamanho dos poros,Reduzir tamanho dos poros,350g
b589c3ae-cf1c-4820-a45b-9ad62c89bc47,Principia,CONDICIONADOR ANTIQUEDA AQ-01,"Condicionador antiqueda com 8% de Mix de Condicionantes e Emolientes + 2% Glicerina + 1% D-Pantenol + 0,5% Keratinas e alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  49,00",https://www.principiaskin.com/produtos/produtos-individuais/condicionador-antiqueda-keratinas-glicerina-d-pantenol-aq-01.html,Estimular o crescimento,Estimular o crescimento,
a743ff65-7101-47b3-9441-5f12847d558d,Principia,SHAMPOO ANTIQUEDA AQ-01,"Shampoo antiqueda com 11% de Mix de Tensoativos + 2,5% de Mix de Condicionantes e Umectantes + 2% Niacinamida + 1% Cafeína e alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  44,00",https://www.principiaskin.com/produtos/produtos-individuais/shampoo-antiqueda-niacinamida-cafeina-keratinas-aq-01.html,Estimular o crescimento,Estimular o crescimento,
e8503c7e-fd4a-4088-877e-38e4b9ff8b7f,Principia,PEPTÍDEOS MATRIXYL,"Sérum com 10% de complexo de peptídeos Matrixyl indicado contra rugas, linhas finas, olheiras, bolsas e perda de elasticidade da pele.","R$  79,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-antissinais-10-peptideos-matryxil.html,Melhorar o viço,Melhorar o viço,
7dbdb528-de7a-436b-bc39-65b24bf0b5c9,Principia,MIX-02,"Sérum com 5% de Cafeína, 3% de Ácido Tranexâmico e 0,5% de Ácido Ferúlico com alta eficácia contra olheiras, bolsas e manchas.","R$  69,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-mix-02-cafeina-acido-tranexamico-acido-ferulico.html,Clarear manchas escuras,Clarear manchas escuras,
eae56dd9-4425-458b-bd1f-3e110528039b,Principia,SÉRUM CAPILAR SC-01,Sérum Capilar com 3% de Baicapil + 3% de Cafeína e 2% de Beauplex com alta eficácia na redução da queda e no crescimento do cabelo.,"R$  69,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-capilar-baicapil-cafeina-beauplex-sc-01.html,Estimular o crescimento,Estimular o crescimento,
7adcb44e-9a13-4456-b7ef-833674961e42,Principia,MIX-01,"Sérum com mix de 4 ativos: 5% de niacinamida, 4% de ácido glicólico, 3% de ácido tranexâmico e 2% de ácido salicílico.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-mix-01-niacinamida-acido-glicolico-tranexamico-salicilico.html,Proporcionar maciez,Proporcionar maciez,
662d4365-0c69-4d1d-9277-14550710d53c,Principia,VITAMINA C-10,"Sérum com 10% de Vitamina C e 0,5% de Ácido Ferúlico com alta eficácia contra linhas finas, textura irregular e hiperpigmentação.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-vc-10-vitamina-c-acido-ferulico.html,Reduzir e uniformizar a pigmentação,Reduzir e uniformizar a pigmentação,
bc0056a2-a5cc-41dd-bd9b-8c6e4a30d862,Principia,VITAMINA C-95,"Pó com 95% de Vitamina C Pura e 5% de Ácido Ferúlico com alta eficácia contra linhas, rugas, oleosidade e hiperpigmentação.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/po-vc-95-vitamina-c-pura-acido-ferulico.html,Reduzir e uniformizar a pigmentação,Reduzir e uniformizar a pigmentação,
a39164bd-d6cb-480e-b37d-9800e7c707bb,Principia,SHAMPOO ANTICASPA AC-01,"Shampoo anticaspa intensivo com 13% de Mix de Tensoativos + 2% de Ácido Salicílico + 1% Piroctona Olamina + 1% PCA Zinco, com alta eficácia na redução da caspa persistente, oleosidade e coceira do couro cabeludo.","R$  64,00",https://www.principiaskin.com/produtos/produtos-individuais/shampoo-anticaspa-acido-salicilico-piroctona-olamina-pca-zinco-ac-01.html,Reduzir a caspa,Reduzir a caspa,
3c0a7b10-1063-4179-ab26-025c33c7f6a2,Principia,ÁCIDO GLICÓLICO,"Sérum com 9,8% de ácido glicólico e 4% de composição de aminoácidos para melhora visível das linhas finas e de expressão, acne, tonalidade e textura irregular da pele.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-renovador-10-acido-glicolico-4-aminoacidos-prodew-600.html,Proporcionar maciez,Proporcionar maciez,
37b43bd1-c602-46c6-ba95-7dc90dfbab94,Principia,NIACINAMIDA,"Sérum com 10% de Niacinamida e 1% de Zinco PCA com alta eficácia contra acnes, cravos, manchas, oleosidade e poros dilatados.","R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-anti-idade-nc-10-niacinamida-zinco-pca.html,Clarear manchas escuras,Clarear manchas escuras,
60b04202-d999-4d30-9f18-40cc85ce751f,Principia,ÁCIDO MANDÉLICO,,"R$  59,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-am-10-acido-mandelico-alfa-arbutin-am-10.html,Clarear manchas escuras,Clarear manchas escuras,
bc928a81-a8dd-4466-8f98-38b2b2538db6,Principia,KIT ANTIQUEDA TRIO,"Kit com shampoo, condicionador e sérum antiqueda com alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  162,00",https://www.principiaskin.com/produtos/produtos-individuais/kit-antiqueda-trio-aq-01-shampoo-condicionador-niacinamida-cafeina-keratinas-glicerina-d-pantenol-tensoativos-sc-01-baicapil-cafeina-beauplex.html,Estimular o crescimento,Estimular o crescimento,
99fffb49-7a95-4c28-bd69-e2f70b9c4d69,Principia,GR-2 GRANACTIVE RETINÓIDE,"Emulsão com 2% de Granactive Retinóide com alta eficácia para melhora de rugas, linhas finas, olheiras, bolsas, viço e firmeza, e menor potencial de irritar a pele.","R$  89,00",https://www.principiaskin.com/produtos/produtos-individuais/serum-anti-idade-2-granactive-retinoide.html,Aumentar a firmeza e elasticidade,Aumentar a firmeza e elasticidade,
8c590449-c031-4d11-91f0-fa67960df2b3,Principia,KIT SHAMPOO E CONDICIONADOR ANTIQUEDA AQ-01,"Kit com shampoo e condicionador antiqueda com alta eficácia na redução da quebra, estimulo do crescimento e aumento da resistência e volume dos cabelos.","R$  93,00",https://www.principiaskin.com/produtos/produtos-individuais/kit-shampoo-e-condicionador-antiqueda-aq-01-niacinamida-cafeina-keratinas-glicerina-d-pantenol-tensoativos.html,Reduzir a queda,Reduzir a queda,
